#    L    TT             EE             TE             PP             TP          
  1521   0.631968E+03   0.141472E+02   0.117342E+02   0.154015E+06   0.322218E+02
  1522   0.628285E+03   0.142809E+02   0.119317E+02   0.153843E+06   0.320379E+02
  1523   0.624599E+03   0.144153E+02   0.121164E+02   0.153670E+06   0.318543E+02
  1524   0.620912E+03   0.145505E+02   0.122887E+02   0.153498E+06   0.316711E+02
  1525   0.617226E+03   0.146864E+02   0.124484E+02   0.153326E+06   0.314884E+02
  1526   0.613541E+03   0.148229E+02   0.125955E+02   0.153155E+06   0.313063E+02
  1527   0.609857E+03   0.149600E+02   0.127301E+02   0.152984E+06   0.311250E+02
  1528   0.606176E+03   0.150975E+02   0.128522E+02   0.152813E+06   0.309446E+02
  1529   0.602500E+03   0.152355E+02   0.129619E+02   0.152642E+06   0.307651E+02
  1530   0.598828E+03   0.153739E+02   0.130591E+02   0.152472E+06   0.305866E+02
  1531   0.595162E+03   0.155126E+02   0.131437E+02   0.152301E+06   0.304094E+02
  1532   0.591502E+03   0.156516E+02   0.132160E+02   0.152132E+06   0.302335E+02
  1533   0.587851E+03   0.157906E+02   0.132758E+02   0.151962E+06   0.300590E+02
  1534   0.584207E+03   0.159298E+02   0.133234E+02   0.151793E+06   0.298860E+02
  1535   0.580572E+03   0.160691E+02   0.133585E+02   0.151624E+06   0.297147E+02
  1536   0.576948E+03   0.162083E+02   0.133814E+02   0.151455E+06   0.295451E+02
  1537   0.573333E+03   0.163473E+02   0.133920E+02   0.151287E+06   0.293774E+02
  1538   0.569731E+03   0.164863E+02   0.133904E+02   0.151119E+06   0.292117E+02
  1539   0.566141E+03   0.166250E+02   0.133767E+02   0.150951E+06   0.290481E+02
  1540   0.562565E+03   0.167634E+02   0.133511E+02   0.150783E+06   0.288866E+02
  1541   0.559003E+03   0.169015E+02   0.133134E+02   0.150616E+06   0.287275E+02
  1542   0.555457E+03   0.170392E+02   0.132639E+02   0.150449E+06   0.285709E+02
  1543   0.551927E+03   0.171764E+02   0.132026E+02   0.150282E+06   0.284167E+02
  1544   0.548414E+03   0.173132E+02   0.131296E+02   0.150116E+06   0.282653E+02
  1545   0.544919E+03   0.174493E+02   0.130450E+02   0.149949E+06   0.281166E+02
  1546   0.541443E+03   0.175847E+02   0.129489E+02   0.149784E+06   0.279708E+02
  1547   0.537987E+03   0.177195E+02   0.128414E+02   0.149618E+06   0.278279E+02
  1548   0.534550E+03   0.178535E+02   0.127226E+02   0.149452E+06   0.276882E+02
  1549   0.531135E+03   0.179866E+02   0.125926E+02   0.149287E+06   0.275517E+02
  1550   0.527742E+03   0.181188E+02   0.124514E+02   0.149122E+06   0.274186E+02
  1551   0.524370E+03   0.182501E+02   0.122992E+02   0.148958E+06   0.272888E+02
  1552   0.521022E+03   0.183803E+02   0.121361E+02   0.148794E+06   0.271622E+02
  1553   0.517698E+03   0.185095E+02   0.119623E+02   0.148630E+06   0.270387E+02
  1554   0.514398E+03   0.186376E+02   0.117778E+02   0.148466E+06   0.269179E+02
  1555   0.511123E+03   0.187644E+02   0.115829E+02   0.148302E+06   0.267996E+02
  1556   0.507874E+03   0.188901E+02   0.113775E+02   0.148139E+06   0.266837E+02
  1557   0.504652E+03   0.190144E+02   0.111619E+02   0.147976E+06   0.265699E+02
  1558   0.501457E+03   0.191374E+02   0.109363E+02   0.147813E+06   0.264580E+02
  1559   0.498291E+03   0.192590E+02   0.107008E+02   0.147651E+06   0.263477E+02
  1560   0.495152E+03   0.193791E+02   0.104553E+02   0.147489E+06   0.262388E+02
  1561   0.492043E+03   0.194978E+02   0.102004E+02   0.147327E+06   0.261311E+02
  1562   0.488964E+03   0.196149E+02   0.993598E+01   0.147165E+06   0.260244E+02
  1563   0.485915E+03   0.197304E+02   0.966225E+01   0.147004E+06   0.259184E+02
  1564   0.482898E+03   0.198443E+02   0.937938E+01   0.146843E+06   0.258130E+02
  1565   0.479912E+03   0.199565E+02   0.908760E+01   0.146682E+06   0.257079E+02
  1566   0.476958E+03   0.200669E+02   0.878698E+01   0.146521E+06   0.256028E+02
  1567   0.474037E+03   0.201756E+02   0.847773E+01   0.146361E+06   0.254976E+02
  1568   0.471149E+03   0.202825E+02   0.815994E+01   0.146201E+06   0.253920E+02
  1569   0.468295E+03   0.203874E+02   0.783390E+01   0.146041E+06   0.252858E+02
  1570   0.465474E+03   0.204905E+02   0.749976E+01   0.145882E+06   0.251788E+02
  1571   0.462690E+03   0.205914E+02   0.715763E+01   0.145722E+06   0.250707E+02
  1572   0.459939E+03   0.206905E+02   0.680770E+01   0.145563E+06   0.249614E+02
  1573   0.457224E+03   0.207875E+02   0.645017E+01   0.145405E+06   0.248506E+02
  1574   0.454545E+03   0.208823E+02   0.608526E+01   0.145246E+06   0.247380E+02
  1575   0.451903E+03   0.209750E+02   0.571317E+01   0.145088E+06   0.246235E+02
  1576   0.449297E+03   0.210656E+02   0.533412E+01   0.144930E+06   0.245068E+02
  1577   0.446729E+03   0.211540E+02   0.494828E+01   0.144772E+06   0.243877E+02
  1578   0.444199E+03   0.212402E+02   0.455590E+01   0.144615E+06   0.242660E+02
  1579   0.441708E+03   0.213241E+02   0.415715E+01   0.144458E+06   0.241414E+02
  1580   0.439254E+03   0.214057E+02   0.375225E+01   0.144301E+06   0.240138E+02
  1581   0.436840E+03   0.214850E+02   0.334137E+01   0.144144E+06   0.238829E+02
  1582   0.434465E+03   0.215620E+02   0.292472E+01   0.143987E+06   0.237484E+02
  1583   0.432130E+03   0.216366E+02   0.250248E+01   0.143831E+06   0.236102E+02
  1584   0.429833E+03   0.217088E+02   0.207484E+01   0.143675E+06   0.234681E+02
  1585   0.427577E+03   0.217784E+02   0.164201E+01   0.143520E+06   0.233217E+02
  1586   0.425361E+03   0.218456E+02   0.120417E+01   0.143364E+06   0.231709E+02
  1587   0.423185E+03   0.219103E+02   0.761525E+00   0.143209E+06   0.230155E+02
  1588   0.421049E+03   0.219724E+02   0.314290E+00   0.143054E+06   0.228552E+02
  1589   0.418954E+03   0.220320E+02  -0.137333E+00   0.142899E+06   0.226898E+02
  1590   0.416900E+03   0.220889E+02  -0.593136E+00   0.142745E+06   0.225190E+02
  1591   0.414887E+03   0.221433E+02  -0.105291E+01   0.142591E+06   0.223428E+02
  1592   0.412916E+03   0.221950E+02  -0.151644E+01   0.142437E+06   0.221607E+02
  1593   0.410985E+03   0.222440E+02  -0.198354E+01   0.142283E+06   0.219727E+02
  1594   0.409096E+03   0.222903E+02  -0.245397E+01   0.142130E+06   0.217784E+02
  1595   0.407248E+03   0.223339E+02  -0.292754E+01   0.141977E+06   0.215778E+02
  1596   0.405442E+03   0.223749E+02  -0.340403E+01   0.141824E+06   0.213704E+02
  1597   0.403677E+03   0.224130E+02  -0.388322E+01   0.141671E+06   0.211561E+02
  1598   0.401955E+03   0.224485E+02  -0.436491E+01   0.141518E+06   0.209347E+02
  1599   0.400273E+03   0.224812E+02  -0.484888E+01   0.141366E+06   0.207060E+02
  1600   0.398634E+03   0.225110E+02  -0.533491E+01   0.141214E+06   0.204697E+02
  1601   0.397036E+03   0.225381E+02  -0.582282E+01   0.141063E+06   0.202257E+02
  1602   0.395480E+03   0.225624E+02  -0.631239E+01   0.140911E+06   0.199742E+02
  1603   0.393965E+03   0.225838E+02  -0.680343E+01   0.140760E+06   0.197154E+02
  1604   0.392492E+03   0.226025E+02  -0.729573E+01   0.140609E+06   0.194496E+02
  1605   0.391061E+03   0.226182E+02  -0.778912E+01   0.140458E+06   0.191771E+02
  1606   0.389670E+03   0.226311E+02  -0.828335E+01   0.140308E+06   0.188981E+02
  1607   0.388321E+03   0.226412E+02  -0.877818E+01   0.140157E+06   0.186129E+02
  1608   0.387013E+03   0.226483E+02  -0.927354E+01   0.140007E+06   0.183218E+02
  1609   0.385745E+03   0.226526E+02  -0.976905E+01   0.139858E+06   0.180250E+02
  1610   0.384519E+03   0.226540E+02  -0.102646E+02   0.139708E+06   0.177228E+02
  1611   0.383333E+03   0.226527E+02  -0.107599E+02   0.139559E+06   0.174155E+02
  1612   0.382189E+03   0.226484E+02  -0.112549E+02   0.139410E+06   0.171033E+02
  1613   0.381084E+03   0.226414E+02  -0.117491E+02   0.139261E+06   0.167865E+02
  1614   0.380019E+03   0.226316E+02  -0.122425E+02   0.139112E+06   0.164654E+02
  1615   0.378995E+03   0.226191E+02  -0.127349E+02   0.138964E+06   0.161402E+02
  1616   0.378011E+03   0.226037E+02  -0.132260E+02   0.138816E+06   0.158111E+02
  1617   0.377066E+03   0.225855E+02  -0.137157E+02   0.138668E+06   0.154786E+02
  1618   0.376160E+03   0.225646E+02  -0.142038E+02   0.138520E+06   0.151427E+02
  1619   0.375293E+03   0.225408E+02  -0.146900E+02   0.138373E+06   0.148039E+02
  1620   0.374465E+03   0.225144E+02  -0.151742E+02   0.138226E+06   0.144623E+02
  1621   0.373675E+03   0.224851E+02  -0.156563E+02   0.138079E+06   0.141182E+02
  1622   0.372924E+03   0.224531E+02  -0.161360E+02   0.137932E+06   0.137720E+02
  1623   0.372210E+03   0.224183E+02  -0.166132E+02   0.137786E+06   0.134237E+02
  1624   0.371533E+03   0.223808E+02  -0.170875E+02   0.137640E+06   0.130738E+02
  1625   0.370893E+03   0.223406E+02  -0.175589E+02   0.137494E+06   0.127225E+02
  1626   0.370291E+03   0.222978E+02  -0.180273E+02   0.137348E+06   0.123700E+02
  1627   0.369724E+03   0.222523E+02  -0.184923E+02   0.137202E+06   0.120167E+02
  1628   0.369194E+03   0.222042E+02  -0.189537E+02   0.137057E+06   0.116627E+02
  1629   0.368699E+03   0.221535E+02  -0.194115E+02   0.136912E+06   0.113083E+02
  1630   0.368239E+03   0.221001E+02  -0.198655E+02   0.136767E+06   0.109539E+02
  1631   0.367814E+03   0.220441E+02  -0.203155E+02   0.136622E+06   0.105997E+02
  1632   0.367424E+03   0.219856E+02  -0.207612E+02   0.136478E+06   0.102459E+02
  1633   0.367066E+03   0.219246E+02  -0.212027E+02   0.136334E+06   0.989278E+01
  1634   0.366743E+03   0.218610E+02  -0.216396E+02   0.136190E+06   0.954066E+01
  1635   0.366453E+03   0.217948E+02  -0.220720E+02   0.136046E+06   0.918979E+01
  1636   0.366194E+03   0.217262E+02  -0.224994E+02   0.135903E+06   0.884042E+01
  1637   0.365968E+03   0.216552E+02  -0.229219E+02   0.135760E+06   0.849283E+01
  1638   0.365774E+03   0.215816E+02  -0.233393E+02   0.135617E+06   0.814728E+01
  1639   0.365610E+03   0.215057E+02  -0.237513E+02   0.135474E+06   0.780402E+01
  1640   0.365478E+03   0.214275E+02  -0.241581E+02   0.135331E+06   0.746334E+01
  1641   0.365374E+03   0.213470E+02  -0.245591E+02   0.135189E+06   0.712550E+01
  1642   0.365301E+03   0.212641E+02  -0.249545E+02   0.135047E+06   0.679075E+01
  1643   0.365256E+03   0.211791E+02  -0.253441E+02   0.134905E+06   0.645937E+01
  1644   0.365241E+03   0.210919E+02  -0.257276E+02   0.134763E+06   0.613163E+01
  1645   0.365253E+03   0.210024E+02  -0.261050E+02   0.134622E+06   0.580778E+01
  1646   0.365292E+03   0.209107E+02  -0.264763E+02   0.134481E+06   0.548810E+01
  1647   0.365358E+03   0.208170E+02  -0.268411E+02   0.134340E+06   0.517285E+01
  1648   0.365451E+03   0.207212E+02  -0.271994E+02   0.134199E+06   0.486229E+01
  1649   0.365569E+03   0.206233E+02  -0.275511E+02   0.134059E+06   0.455669E+01
  1650   0.365711E+03   0.205233E+02  -0.278961E+02   0.133918E+06   0.425632E+01
  1651   0.365879E+03   0.204213E+02  -0.282342E+02   0.133778E+06   0.396145E+01
  1652   0.366070E+03   0.203175E+02  -0.285654E+02   0.133638E+06   0.367237E+01
  1653   0.366285E+03   0.202117E+02  -0.288896E+02   0.133499E+06   0.338937E+01
  1654   0.366522E+03   0.201039E+02  -0.292065E+02   0.133359E+06   0.311275E+01
  1655   0.366782E+03   0.199944E+02  -0.295163E+02   0.133220E+06   0.284280E+01
  1656   0.367062E+03   0.198831E+02  -0.298188E+02   0.133081E+06   0.257983E+01
  1657   0.367364E+03   0.197701E+02  -0.301137E+02   0.132942E+06   0.232411E+01
  1658   0.367685E+03   0.196553E+02  -0.304012E+02   0.132804E+06   0.207596E+01
  1659   0.368027E+03   0.195388E+02  -0.306811E+02   0.132665E+06   0.183566E+01
  1660   0.368388E+03   0.194208E+02  -0.309533E+02   0.132527E+06   0.160352E+01
  1661   0.368767E+03   0.193012E+02  -0.312179E+02   0.132389E+06   0.137982E+01
  1662   0.369163E+03   0.191801E+02  -0.314745E+02   0.132252E+06   0.116486E+01
  1663   0.369577E+03   0.190574E+02  -0.317234E+02   0.132114E+06   0.958940E+00
  1664   0.370007E+03   0.189334E+02  -0.319643E+02   0.131977E+06   0.762351E+00
  1665   0.370453E+03   0.188080E+02  -0.321971E+02   0.131840E+06   0.575390E+00
  1666   0.370914E+03   0.186811E+02  -0.324219E+02   0.131703E+06   0.398352E+00
  1667   0.371389E+03   0.185531E+02  -0.326386E+02   0.131566E+06   0.231532E+00
  1668   0.371879E+03   0.184237E+02  -0.328471E+02   0.131430E+06   0.752254E-01
  1669   0.372382E+03   0.182931E+02  -0.330473E+02   0.131294E+06  -0.702720E-01
  1670   0.372897E+03   0.181613E+02  -0.332392E+02   0.131158E+06  -0.204665E+00
  1671   0.373424E+03   0.180284E+02  -0.334228E+02   0.131022E+06  -0.327658E+00
  1672   0.373962E+03   0.178944E+02  -0.335979E+02   0.130886E+06  -0.438956E+00
  1673   0.374510E+03   0.177593E+02  -0.337648E+02   0.130751E+06  -0.538264E+00
  1674   0.375069E+03   0.176233E+02  -0.339232E+02   0.130616E+06  -0.625286E+00
  1675   0.375637E+03   0.174864E+02  -0.340732E+02   0.130481E+06  -0.699727E+00
  1676   0.376214E+03   0.173487E+02  -0.342148E+02   0.130346E+06  -0.761291E+00
  1677   0.376799E+03   0.172103E+02  -0.343480E+02   0.130212E+06  -0.809684E+00
  1678   0.377392E+03   0.170710E+02  -0.344727E+02   0.130078E+06  -0.844610E+00
  1679   0.377991E+03   0.169310E+02  -0.345889E+02   0.129943E+06  -0.865773E+00
  1680   0.378596E+03   0.167905E+02  -0.346965E+02   0.129810E+06  -0.872878E+00
  1681   0.379208E+03   0.166493E+02  -0.347957E+02   0.129676E+06  -0.865630E+00
  1682   0.379823E+03   0.165076E+02  -0.348865E+02   0.129542E+06  -0.843733E+00
  1683   0.380443E+03   0.163653E+02  -0.349686E+02   0.129409E+06  -0.806893E+00
  1684   0.381067E+03   0.162225E+02  -0.350423E+02   0.129276E+06  -0.754813E+00
  1685   0.381694E+03   0.160794E+02  -0.351074E+02   0.129143E+06  -0.687199E+00
  1686   0.382323E+03   0.159359E+02  -0.351639E+02   0.129011E+06  -0.603755E+00
  1687   0.382953E+03   0.157920E+02  -0.352121E+02   0.128878E+06  -0.504185E+00
  1688   0.383585E+03   0.156479E+02  -0.352518E+02   0.128746E+06  -0.388195E+00
  1689   0.384218E+03   0.155035E+02  -0.352831E+02   0.128614E+06  -0.255489E+00
  1690   0.384850E+03   0.153590E+02  -0.353059E+02   0.128482E+06  -0.105771E+00
  1691   0.385481E+03   0.152143E+02  -0.353204E+02   0.128351E+06   0.612530E-01
  1692   0.386112E+03   0.150696E+02  -0.353264E+02   0.128219E+06   0.245879E+00
  1693   0.386739E+03   0.149248E+02  -0.353243E+02   0.128088E+06   0.448403E+00
  1694   0.387365E+03   0.147801E+02  -0.353137E+02   0.127957E+06   0.669119E+00
  1695   0.387987E+03   0.146355E+02  -0.352949E+02   0.127826E+06   0.908323E+00
  1696   0.388606E+03   0.144909E+02  -0.352678E+02   0.127696E+06   0.116631E+01
  1697   0.389220E+03   0.143464E+02  -0.352326E+02   0.127565E+06   0.144338E+01
  1698   0.389829E+03   0.142022E+02  -0.351891E+02   0.127435E+06   0.173982E+01
  1699   0.390432E+03   0.140581E+02  -0.351376E+02   0.127305E+06   0.205593E+01
  1700   0.391029E+03   0.139145E+02  -0.350780E+02   0.127175E+06   0.239200E+01
  1701   0.391620E+03   0.137710E+02  -0.350104E+02   0.127046E+06   0.274809E+01
  1702   0.392203E+03   0.136280E+02  -0.349349E+02   0.126916E+06   0.312322E+01
  1703   0.392779E+03   0.134855E+02  -0.348517E+02   0.126787E+06   0.351619E+01
  1704   0.393346E+03   0.133434E+02  -0.347607E+02   0.126658E+06   0.392579E+01
  1705   0.393906E+03   0.132019E+02  -0.346621E+02   0.126529E+06   0.435080E+01
  1706   0.394456E+03   0.130610E+02  -0.345560E+02   0.126401E+06   0.479001E+01
  1707   0.394996E+03   0.129207E+02  -0.344424E+02   0.126272E+06   0.524222E+01
  1708   0.395526E+03   0.127811E+02  -0.343213E+02   0.126144E+06   0.570621E+01
  1709   0.396046E+03   0.126422E+02  -0.341929E+02   0.126016E+06   0.618076E+01
  1710   0.396555E+03   0.125041E+02  -0.340573E+02   0.125888E+06   0.666468E+01
  1711   0.397052E+03   0.123667E+02  -0.339145E+02   0.125761E+06   0.715674E+01
  1712   0.397536E+03   0.122301E+02  -0.337646E+02   0.125633E+06   0.765574E+01
  1713   0.398008E+03   0.120945E+02  -0.336077E+02   0.125506E+06   0.816046E+01
  1714   0.398468E+03   0.119597E+02  -0.334439E+02   0.125379E+06   0.866969E+01
  1715   0.398914E+03   0.118259E+02  -0.332734E+02   0.125252E+06   0.918223E+01
  1716   0.399347E+03   0.116932E+02  -0.330962E+02   0.125126E+06   0.969685E+01
  1717   0.399764E+03   0.115614E+02  -0.329124E+02   0.124999E+06   0.102124E+02
  1718   0.400167E+03   0.114308E+02  -0.327222E+02   0.124873E+06   0.107275E+02
  1719   0.400556E+03   0.113012E+02  -0.325255E+02   0.124747E+06   0.112412E+02
  1720   0.400929E+03   0.111727E+02  -0.323227E+02   0.124621E+06   0.117520E+02
  1721   0.401287E+03   0.110455E+02  -0.321137E+02   0.124495E+06   0.122589E+02
  1722   0.401628E+03   0.109195E+02  -0.318986E+02   0.124370E+06   0.127607E+02
  1723   0.401952E+03   0.107949E+02  -0.316778E+02   0.124245E+06   0.132560E+02
  1724   0.402261E+03   0.106714E+02  -0.314511E+02   0.124119E+06   0.137437E+02
  1725   0.402552E+03   0.105494E+02  -0.312189E+02   0.123995E+06   0.142227E+02
  1726   0.402825E+03   0.104286E+02  -0.309810E+02   0.123870E+06   0.146916E+02
  1727   0.403081E+03   0.103094E+02  -0.307378E+02   0.123745E+06   0.151492E+02
  1728   0.403319E+03   0.101915E+02  -0.304892E+02   0.123621E+06   0.155944E+02
  1729   0.403538E+03   0.100751E+02  -0.302356E+02   0.123497E+06   0.160260E+02
  1730   0.403738E+03   0.996026E+01  -0.299768E+02   0.123373E+06   0.164427E+02
  1731   0.403919E+03   0.984688E+01  -0.297131E+02   0.123249E+06   0.168433E+02
  1732   0.404081E+03   0.973505E+01  -0.294445E+02   0.123126E+06   0.172266E+02
  1733   0.404223E+03   0.962486E+01  -0.291713E+02   0.123002E+06   0.175914E+02
  1734   0.404344E+03   0.951623E+01  -0.288935E+02   0.122879E+06   0.179365E+02
  1735   0.404445E+03   0.940923E+01  -0.286113E+02   0.122756E+06   0.182607E+02
  1736   0.404527E+03   0.930394E+01  -0.283249E+02   0.122633E+06   0.185628E+02
  1737   0.404587E+03   0.920036E+01  -0.280342E+02   0.122511E+06   0.188415E+02
  1738   0.404627E+03   0.909848E+01  -0.277398E+02   0.122388E+06   0.190956E+02
  1739   0.404647E+03   0.899839E+01  -0.274414E+02   0.122266E+06   0.193239E+02
  1740   0.404645E+03   0.890008E+01  -0.271394E+02   0.122144E+06   0.195253E+02
  1741   0.404623E+03   0.880355E+01  -0.268339E+02   0.122022E+06   0.196985E+02
  1742   0.404579E+03   0.870888E+01  -0.265251E+02   0.121900E+06   0.198423E+02
  1743   0.404513E+03   0.861598E+01  -0.262129E+02   0.121779E+06   0.199555E+02
  1744   0.404425E+03   0.852502E+01  -0.258976E+02   0.121657E+06   0.200368E+02
  1745   0.404317E+03   0.843592E+01  -0.255793E+02   0.121536E+06   0.200851E+02
  1746   0.404185E+03   0.834875E+01  -0.252582E+02   0.121415E+06   0.200991E+02
  1747   0.404031E+03   0.826343E+01  -0.249343E+02   0.121294E+06   0.200777E+02
  1748   0.403856E+03   0.818012E+01  -0.246079E+02   0.121174E+06   0.200196E+02
  1749   0.403657E+03   0.809873E+01  -0.242790E+02   0.121053E+06   0.199237E+02
  1750   0.403436E+03   0.801928E+01  -0.239479E+02   0.120933E+06   0.197886E+02
  1751   0.403192E+03   0.794183E+01  -0.236146E+02   0.120813E+06   0.196137E+02
  1752   0.402926E+03   0.786639E+01  -0.232793E+02   0.120693E+06   0.194003E+02
  1753   0.402638E+03   0.779295E+01  -0.229422E+02   0.120573E+06   0.191500E+02
  1754   0.402327E+03   0.772152E+01  -0.226034E+02   0.120454E+06   0.188647E+02
  1755   0.401992E+03   0.765217E+01  -0.222631E+02   0.120335E+06   0.185461E+02
  1756   0.401636E+03   0.758482E+01  -0.219213E+02   0.120215E+06   0.181959E+02
  1757   0.401256E+03   0.751955E+01  -0.215783E+02   0.120096E+06   0.178159E+02
